layout	reference_apks	old_variants	final_variants	old_sha256	final_sha256	area	audit_status	evidence
drawer_watcher_listview_item	BOTH	1	1	dcb29904bff838346f1112e934908af429848b8dfd717d373acbd5beb29bfa81	dcb29904bff838346f1112e934908af429848b8dfd717d373acbd5beb29bfa81	DRAWER	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#drawerRowsAndFiveToolbarImagesMatchOldAndFinalApk
gallery_fragment	BOTH	1	1	b022a0fb8e54bab0b17d16e231ba88e6bcbbe66bdaca58977af1968a1f629bbf	b022a0fb8e54bab0b17d16e231ba88e6bcbbe66bdaca58977af1968a1f629bbf	GALLERY	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#galleryMatchesApkSquareGridSaveModeAndOverflowCommands
gallery_gridview_item	BOTH	1	1	ce1b26d54d7aba15d5517c0a46b41074ff63cb4a620b06ddbbcbedbb40c66489	ce1b26d54d7aba15d5517c0a46b41074ff63cb4a620b06ddbbcbedbb40c66489	GALLERY	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#galleryMatchesApkSquareGridSaveModeAndOverflowCommands
image_ng_dialog_edit	FINAL_ONLY	0	1	-	57fcc6c1a426ac9b58abd29cbcaf0cfd4f29d490a4f9814fa5ee0a106968b33f	IMAGE_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#imageNgManagerUnifiesUrlAndPhashRowsWithReferenceEditorThresholdAndClear
image_ng_dialog_phash_threshold	FINAL_ONLY	0	2	-	c509895adf431385f699435cc1b92e2fadffa1a885d8b1a1e20a34a0ef72849d	IMAGE_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#imageNgManagerUnifiesUrlAndPhashRowsWithReferenceEditorThresholdAndClear
image_ng_dialog_register	FINAL_ONLY	0	1	-	7e2e0d0d1beab108ec3d63b9c3a794b6032faccf4e82db14ea38e7021d847e54	IMAGE_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#imageNgManagerUnifiesUrlAndPhashRowsWithReferenceEditorThresholdAndClear
image_ng_list_item	FINAL_ONLY	0	1	-	7ec8864aea5ffe3b563c66edae8af6e53ee0a18d4bf80340d0bf7505bf25cf56	IMAGE_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#imageNgManagerUnifiesUrlAndPhashRowsWithReferenceEditorThresholdAndClear
license_listview_item	BOTH	1	1	868fe8c5c2b948957d38f23692dcdddc00878cb45ba72c12456b20b72bd2d970	868fe8c5c2b948957d38f23692dcdddc00878cb45ba72c12456b20b72bd2d970	INFO	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#informationScreensUseFutachaHistoryAndCurrentLicenses
post_attach_preview_dialog	BOTH	1	1	6b1a58cdabaed07a2c23c3cfaf34a57abfdeee3bd9120e297b97c7c906619397	8191c9c5ae5e0b45dae29b7233c1adbc0db723346130a217525e1a5fd394b4c5	POST_ATTACHMENT	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#postAttachmentPreviewMatchesReferenceOrderDimensionsAndVideoAffordance
post_dialog_ups_upload	BOTH	1	1	4462e65fac2503aeba49f75f2859f71f75961db95f95637f73605ea13f314042	f1cf1a880751902661bdf9948bc1505ba72157dfb279480bb919709dcba0a438	POST_UPS	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#postUpsUploadDialogMatchesReferenceCopyDefaultsAndNonDismissibleFlow
post_drawing_dialog_pallete	BOTH	1	1	8871984c3bdaab7eab84eb58b97e841b3656a2bd059643b6652b612ea2774b72	8871984c3bdaab7eab84eb58b97e841b3656a2bd059643b6652b612ea2774b72	POST_DRAWING	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#postDrawingDialogsBrushesAndHelpMatchBothReferenceApks
post_drawing_dialog_pallete_picker	BOTH	1	1	d931ed9e16c5552afb56555994bcceb568c5c655e2fb5d6d25edbad897ef5235	d931ed9e16c5552afb56555994bcceb568c5c655e2fb5d6d25edbad897ef5235	POST_DRAWING	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#postDrawingDialogsBrushesAndHelpMatchBothReferenceApks
post_toolbar_listview_fragment	BOTH	1	1	da37a8844f49366e6de144123916579b6d43e6d959e037b3e36710e464f95d4c	29f1df6370c2c18952c1ce9725eb649a15938f7f0619ddb6e4bc48e1613145b5	POST_TOOLBAR	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
post_toolbar_listview_item	BOTH	1	1	c416fa1abd052ac6a0cfe3f23e4aa5178666abfff1ecaa14511a0fd4e61f0b81	c416fa1abd052ac6a0cfe3f23e4aa5178666abfff1ecaa14511a0fd4e61f0b81	POST_TOOLBAR	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
pull_to_refresh_header_horizontal	FINAL_ONLY	1	1	2089ee3655acb38642813b7b3407b8583a6b13f7a4e9f99ab4ca8ca868b22ed0	2089ee3655acb38642813b7b3407b8583a6b13f7a4e9f99ab4ca8ca868b22ed0	REFRESH_GESTURE	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogTopPullGestureRunsExactlyOneAdditionalRefresh
pull_to_refresh_header_vertical	FINAL_ONLY	1	1	def659a3c53c7de832d1dd4cf058d7055179c97e3cc2ad4424277ae8d990eb22	def659a3c53c7de832d1dd4cf058d7055179c97e3cc2ad4424277ae8d990eb22	REFRESH_GESTURE	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#catalogTopPullGestureRunsExactlyOneAdditionalRefresh
setting_ptmt_edit_dialog	FINAL_ONLY	0	1	-	d87de1a27ef8c2ad98063b96a7bcfa5d5250509db4594be3af9b70918b57bf2e	SETTINGS	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#settingPtmtEditDialogMatchesFinalApkFieldsActionsAndValidation
support_simple_spinner_dropdown_item	FINAL_ONLY	1	1	468379aeb0c55bf50a034aa59033be287aadefe3cc69e6b96aa9d4036b327208	468379aeb0c55bf50a034aa59033be287aadefe3cc69e6b96aa9d4036b327208	PLATFORM	SUPERSEDED	shared/src/commonTest/kotlin/compat/CompatPreferenceSchemaTest.kt#rootSettingsKeepTheReferenceCoreExactAndIsolateCurrentExtensions
thread_dialog_context	BOTH	1	1	ac3d6126b2e6e83a86ecec41ae2b520ecebbdfbd89ed7708d08d30a666a97f8a	ac3d6126b2e6e83a86ecec41ae2b520ecebbdfbd89ed7708d08d30a666a97f8a	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_dialog_erase	BOTH	1	1	63771fa1e95713c6ea77bf3cf4485c8f09bdf3d8c116d7b3853fbc002f78e4fe	63771fa1e95713c6ea77bf3cf4485c8f09bdf3d8c116d7b3853fbc002f78e4fe	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_dialog_save_html	BOTH	1	1	eae792d53b9923df75df5b0da40f0b902988039b1f25adeaf1eb2c981056bd71	eae792d53b9923df75df5b0da40f0b902988039b1f25adeaf1eb2c981056bd71	THREAD_SAVE	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadSaveProgressMatchesReferenceTitleBarsAndNonDismissibleFlow
thread_dialog_save_mhtml	OLD_ONLY	1	0	5d3d7f70aef578ed12205a73bcbb282b33d8d7723d546712ef075cd507d0951b	-	THREAD_SAVE	SUPERSEDED	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadSaveProgressMatchesReferenceTitleBarsAndNonDismissibleFlow
thread_dialog_scroll	BOTH	1	1	70176cb519ee6c637a7fbdf1c1a2e7d555f46d476e5bcfd83685da1e317ac9a6	70176cb519ee6c637a7fbdf1c1a2e7d555f46d476e5bcfd83685da1e317ac9a6	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_dialog_speech	BOTH	1	1	d0c9e8366974e62338af3e14c3b35b3109134802fc96fdacc55a2c5130af3984	d0c9e8366974e62338af3e14c3b35b3109134802fc96fdacc55a2c5130af3984	THREAD_TTS	MATCH	iosApp/iosAppUITests/IosAppUITests.swift#testToshiakiThreadExposesReadAloudCommand
thread_extraction_keyword	BOTH	1	1	0972ce8eecbab1788cca1efe344207013d5f91ae36637f1d9f85e3f6ff837e42	0972ce8eecbab1788cca1efe344207013d5f91ae36637f1d9f85e3f6ff837e42	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_fragment	FINAL_ONLY	1	1	0f5c2be266bb187fec9b42b3294a23632521c8891b51aaa4b450e2b7007ec203	0f5c2be266bb187fec9b42b3294a23632521c8891b51aaa4b450e2b7007ec203	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_ignore_dialog_add	BOTH	1	1	0f6bf823346d33f814e1fe495b75b7873115b2bc78b2169a6f11bf9342cc306d	7abfe2cb882bd33bbdba81fd15cf617834c5d79681197ff176bd75cf28b5fd0a	THREAD_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear
thread_ignore_dialog_edit	BOTH	1	1	00215ca3fa2f85add2b1628bf375751fdd7f6ab31238f9c583900ff10f668ef5	d42e8382e5b7b7da044aaa91c7a6d354cbbee1ad7aee55d4ba66bbb3fc3f40fe	THREAD_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear
thread_ignore_list_item	BOTH	1	1	99d5de9c58683fb30330fb23767c6f6512793e65d1f157077e15ad000da44beb	94057fba5cd5fedfb002091db311a6efcaece57f287fd1de11bf444a56db625f	THREAD_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear
thread_listview_extract_window	BOTH	1	1	260027b6cd7051b2c4a6752677438dc5b2c4a76cd2c05face4e9482a7ff44548	260027b6cd7051b2c4a6752677438dc5b2c4a76cd2c05face4e9482a7ff44548	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_listview_item	BOTH	2	2	ada93f230f8718effe9f1e292aa21181e9b8a4b9c1c861f57d6f7142d6e28248	9d290dc6f04cf469f232ebaf98dc153a92ecef4265c4e3be890e11c0a1f1aaf5	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_listview_popup_window	BOTH	2	2	36674abac6a2994e9bce8f64c8681f06d0ae52547cfc1b2bf01c3baf0b97272a	3c5b1aa2a7869356c1f90e4c3b4a9712dc6f379a1824e13d0faea6b4a4dc81ca	THREAD	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#blackThreadRendersOwnPostSelfQuoteUrlAndQuoteWithReferenceColors
thread_ng_register_dialog	FINAL_ONLY	0	1	-	894ef870b4578ea552c137907bd7de0954485e14c2fa3b86e47101aa83c2e408	THREAD_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear
thread_refuse_dialog_add	BOTH	1	1	e291a9040edc71bbaa81c00084e44426c9be51c5e0f99322872a2189534188ad	cceeee435a785ec0eeb905f22db76c6652f7a4ebe7d920ffda32e63cfe378ae9	THREAD_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear
thread_refuse_dialog_edit	BOTH	1	1	5492bb0a5908380a37f2ab60baaaaee03285c344c453f2766b89015dd09b0250	2931da29b2277c66c20dd4f15cf3301e2fc93bd54872c6e263ec4791c91ae8b5	THREAD_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear
thread_refuse_list_item	BOTH	1	1	7c4d22c5db408559c7e337f8a4d95f3c723dddd92107f631e18ad0f2b4dbd73e	4feffb36c982b5ff70097370cf30ab2c4f15c5c0fc485a69ffe879a27e45264b	THREAD_NG	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadReferenceNgManagersMatchDedicatedActivitiesScopesEditorsAndGlobalClear
thread_tab_fragment	BOTH	1	1	2db595cac14eed7fa3030c767bf4ea4f48cab04c46dd7ebf2f3d73613bd51209	2db595cac14eed7fa3030c767bf4ea4f48cab04c46dd7ebf2f3d73613bd51209	THREAD_TABS	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadPagerSwipeSelectsAdjacentTabAndRestoresEachTabScrollState
thread_tab_selector_item	BOTH	1	1	328d0f12c54a16db9713bb6b867fc86bc9ef7853d7c8aef2c2536be5a8f22fa3	22903b2a631c721fb947d65a63d030efcb06697495b1addc683608081808d669	THREAD_TABS	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#threadPagerSwipeSelectsAdjacentTabAndRestoresEachTabScrollState
thread_toolbar_listview_fragment	BOTH	1	1	d6476449adf77ede9a5d8ef3c059b2708fa3548884c6e26321517df0a72453f9	9f259f9c0a23c9d9a6076b7034ed0da023a59f26dbef8093f6c444ab6db5140f	THREAD_TOOLBAR	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
thread_toolbar_listview_item	BOTH	1	1	dab2185911589474d2f779f30796ba7e4d24921dfe8e0ebb35f4b7bf1899ce2a	dab2185911589474d2f779f30796ba7e4d24921dfe8e0ebb35f4b7bf1899ce2a	THREAD_TOOLBAR	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
viewer_info_popup_window	BOTH	1	1	02498bce72ca6a8b9ca9c4409d4a32e0ab21bc9f2728d27200e915270414c63b	02498bce72ca6a8b9ca9c4409d4a32e0ab21bc9f2728d27200e915270414c63b	VIEWER	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatViewerGestureInstrumentedTest.kt#viewerSwipeMovesToNextAndPreviousImage
viewer_toolbar_listview_fragment	BOTH	1	1	042a097566cc5c64a5d70bf2ef5fec351264be0b9fce866655cf5ab3a1c4c659	e017f3c2b4cd1bebd915011b933490b0a9fab0aea0bc5837fe8f5c7c8ecfe1ee	VIEWER_TOOLBAR	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
viewer_toolbar_listview_item	BOTH	1	1	f5e9b8a9588d0d75976f4e775fc928cb155a17c1395c2fce2c36da09661b382c	f5e9b8a9588d0d75976f4e775fc928cb155a17c1395c2fce2c36da09661b382c	VIEWER_TOOLBAR	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#allReferenceToolbarEditorsUseTwoBottomPreviewsAndPersistImmediately
wait_dialog	BOTH	1	1	6ce17f9903481f473ea03c50004503309ef9159e42e49d7a32a5b2eebbffec57	6ce17f9903481f473ea03c50004503309ef9159e42e49d7a32a5b2eebbffec57	LOADING	MATCH	app-android/src/androidTest/java/com/valoser/futacha/CompatSettingsSchemaInstrumentedTest.kt#postSendUsesNonCancelableThemeLoadingDialogWhileRequestIsBlocked
